sim_id,students,coffee_machines,avg_wait_time,missed_coffee,no_attempts,total_attempts,avg_idle_time
506,60,1,11.8,39,50,10,72.0
507,60,1,16.75,40,52,9,72.0
508,60,1,12.75,40,52,8,64.0
509,60,1,16.571428571428573,39,53,7,66.0
510,60,1,12.11111111111111,40,51,9,74.0
511,60,1,11.428571428571429,41,53,7,71.0
512,60,1,14.857142857142858,40,53,7,67.0
513,60,1,16.142857142857142,39,53,8,73.0
514,60,1,14.6,37,50,10,71.0
515,60,1,9.909090909090908,40,49,11,70.0
516,60,1,11.666666666666666,40,51,9,68.0
517,60,1,11.090909090909092,39,49,11,68.0
518,60,1,14.5,40,50,11,70.0
519,60,1,13.272727272727273,38,49,12,71.0
520,60,1,14.8,36,50,11,66.0
521,60,1,15.0,39,52,8,67.0
522,60,1,11.7,40,50,10,66.0
523,60,1,13.5,40,52,9,68.0
524,60,1,13.833333333333334,39,54,6,68.0
525,60,1,14.0,40,54,6,74.0
526,60,1,12.88888888888889,39,51,9,68.0
527,60,1,12.777777777777779,40,51,9,72.0
528,60,1,13.666666666666666,40,54,6,65.0
529,60,1,13.6,37,50,11,70.0
530,60,1,15.166666666666666,39,54,6,73.0
531,60,1,12.2,40,50,11,73.0
532,60,1,13.625,38,52,8,65.0
533,60,1,12.5,40,54,6,68.0
534,60,1,11.444444444444445,39,51,10,72.0
535,60,1,11.727272727272727,38,49,11,66.0
536,60,1,8.5,40,52,8,66.0
537,60,1,15.5,41,54,6,65.0
538,60,1,14.222222222222221,39,51,9,67.0
539,60,1,14.875,38,52,9,71.0
540,60,1,12.454545454545455,37,49,11,71.0
541,60,1,11.6,40,50,10,69.0
542,60,1,15.333333333333334,40,51,10,67.0
543,60,1,14.555555555555555,39,51,9,65.0
544,60,1,11.416666666666666,40,48,12,65.0
545,60,1,16.428571428571427,40,53,7,65.0
546,60,1,9.636363636363637,39,49,11,70.0
547,60,1,10.0,39,49,11,72.0
548,60,1,14.166666666666666,39,54,6,64.0
549,60,1,11.285714285714286,41,53,8,64.0
550,60,1,14.0,38,52,9,73.0
551,60,1,11.555555555555555,39,51,9,63.0
552,60,1,7.875,41,52,8,74.0
553,60,1,10.428571428571429,40,53,8,69.0
554,60,1,13.375,39,52,9,72.0
555,60,1,9.875,42,52,8,74.0
556,60,1,13.555555555555555,40,51,11,68.0
557,60,1,10.416666666666666,37,48,13,68.0
558,60,1,14.125,40,52,8,68.0
559,60,1,16.625,38,52,10,65.0
560,60,1,10.416666666666666,38,48,13,69.0
561,60,1,11.0,41,53,7,74.0
562,60,1,15.142857142857142,39,53,8,67.0
563,60,1,17.25,38,52,10,67.0
564,60,1,12.363636363636363,38,49,12,72.0
565,60,1,13.555555555555555,40,51,10,72.0
566,60,1,11.363636363636363,38,49,11,73.0
567,60,1,9.9,40,50,10,74.0
568,60,1,10.714285714285714,40,53,7,67.0
569,60,1,13.0,39,53,8,66.0
570,60,1,12.714285714285714,41,53,7,62.0
571,60,1,15.125,38,52,8,65.0
572,60,1,12.555555555555555,39,51,9,66.0
573,60,1,26.6,39,55,6,68.0
574,60,1,14.333333333333334,40,51,10,71.0
575,60,1,11.875,41,52,9,68.0
576,60,1,10.714285714285714,40,53,7,68.0
577,60,1,10.5,40,52,8,72.0
578,60,1,12.4,40,50,10,66.0
579,60,1,16.333333333333332,38,51,10,74.0
580,60,1,11.777777777777779,40,51,9,69.0
581,60,1,14.555555555555555,39,51,9,67.0
582,60,1,15.5,39,52,8,70.0
583,60,1,11.272727272727273,40,49,12,71.0
584,60,1,12.1,38,50,11,74.0
585,60,1,13.0,40,49,12,71.0
586,60,1,14.875,39,52,8,72.0
587,60,1,12.0,40,51,9,69.0
588,60,1,18.285714285714285,38,53,8,70.0
589,60,1,13.666666666666666,38,51,10,67.0
590,60,1,14.222222222222221,39,51,10,68.0
591,60,1,13.272727272727273,39,49,13,72.0
592,60,1,12.75,39,52,8,68.0
593,60,1,17.285714285714285,39,53,7,67.0
594,60,1,14.2,38,50,10,73.0
595,60,1,14.333333333333334,39,51,10,71.0
596,60,1,14.0,41,52,8,71.0
597,60,1,9.166666666666666,41,54,6,70.0
598,60,1,9.375,41,52,9,67.0
599,60,1,15.375,40,52,9,69.0
600,60,2,14.25,36,44,17,70.5
601,60,2,9.68421052631579,39,41,19,71.0
602,60,2,14.466666666666667,37,45,15,69.5
603,60,2,15.352941176470589,34,43,18,67.5
604,60,2,11.722222222222221,37,42,20,69.0
605,60,2,14.533333333333333,35,45,15,69.0
606,60,2,13.0,36,43,19,68.5
607,60,2,15.733333333333333,38,45,18,72.0
608,60,2,13.647058823529411,37,43,18,74.0
609,60,2,15.5625,36,44,19,71.0
610,60,2,14.0,37,44,17,70.5
611,60,2,13.916666666666666,37,48,13,70.0
612,60,2,13.428571428571429,34,39,23,72.0
613,60,2,13.842105263157896,35,41,20,72.0
614,60,2,12.764705882352942,35,43,20,72.0
615,60,2,14.235294117647058,37,43,21,71.5
616,60,2,13.0,37,41,21,67.5
617,60,2,14.4,38,45,15,70.0
618,60,2,13.5,36,44,16,69.0
619,60,2,14.0,34,41,22,71.5
620,60,2,12.9375,36,44,16,70.5
621,60,2,10.68421052631579,37,41,20,71.5
622,60,2,15.3125,35,44,16,67.5
623,60,2,14.733333333333333,37,45,17,73.5
624,60,2,11.833333333333334,40,48,12,70.5
625,60,2,10.705882352941176,39,43,19,67.0
626,60,2,11.266666666666667,38,45,15,65.5
627,60,2,18.923076923076923,36,47,14,69.0
628,60,2,14.066666666666666,36,45,16,71.0
629,60,2,16.375,36,44,19,73.5
630,60,2,13.117647058823529,35,43,18,70.0
631,60,2,12.75,37,44,16,67.5
632,60,2,11.105263157894736,37,41,20,71.5
633,60,2,17.384615384615383,36,47,14,71.0
634,60,2,14.4,35,45,16,66.0
635,60,2,15.6875,36,44,17,66.5
636,60,2,12.944444444444445,34,42,19,69.0
637,60,2,11.076923076923077,38,47,13,73.5
638,60,2,13.157894736842104,36,41,20,71.5
639,60,2,12.375,36,44,17,69.5
640,60,2,13.2,38,45,15,68.5
641,60,2,12.789473684210526,35,41,21,69.5
642,60,2,14.38888888888889,34,42,18,71.0
643,60,2,12.333333333333334,35,42,20,69.5
644,60,2,13.266666666666667,38,45,16,70.0
645,60,2,12.9,37,50,10,68.0
646,60,2,14.23076923076923,35,47,13,66.5
647,60,2,12.8,37,45,15,68.0
648,60,2,11.214285714285714,39,46,15,72.0
649,60,2,12.384615384615385,38,47,16,68.5
650,60,2,15.125,38,44,18,71.5
651,60,2,14.25,37,44,16,68.0
652,60,2,15.2,35,45,17,71.0
653,60,2,12.117647058823529,36,43,19,73.5
654,60,2,18.142857142857142,36,46,15,67.5
655,60,2,16.25,37,48,13,68.5
656,60,2,14.133333333333333,35,45,16,71.0
657,60,2,13.473684210526315,37,41,20,73.0
658,60,2,13.625,35,44,18,72.5
659,60,2,11.2,38,45,16,72.5
660,60,2,12.75,37,44,16,70.0
661,60,2,14.928571428571429,37,46,15,71.0
662,60,2,11.176470588235293,39,43,18,73.0
663,60,2,12.588235294117647,36,43,18,70.5
664,60,2,11.5625,39,44,16,68.0
665,60,2,15.3125,36,44,18,68.5
666,60,2,12.294117647058824,38,43,17,68.5
667,60,2,12.588235294117647,38,43,18,70.0
668,60,2,12.538461538461538,38,47,15,66.0
669,60,2,14.133333333333333,35,45,16,68.5
670,60,2,13.764705882352942,36,43,20,73.5
671,60,2,11.0,39,46,14,71.5
672,60,2,14.3125,36,44,18,69.5
673,60,2,13.764705882352942,35,43,17,70.0
674,60,2,15.5,35,44,19,70.5
675,60,2,13.5,36,44,16,70.0
676,60,2,11.785714285714286,38,46,14,70.0
677,60,2,13.6875,36,44,18,69.0
678,60,2,13.352941176470589,34,43,20,71.0
679,60,2,13.882352941176471,34,43,19,70.5
680,60,2,15.333333333333334,36,45,15,68.5
681,60,2,11.384615384615385,38,47,13,69.5
682,60,2,15.058823529411764,36,43,20,71.0
683,60,2,12.8125,38,44,17,70.5
684,60,2,12.333333333333334,36,45,15,72.5
685,60,2,12.8,36,45,16,69.5
686,60,2,14.583333333333334,38,48,12,69.0
687,60,2,11.833333333333334,36,42,18,69.0
688,60,2,12.933333333333334,38,45,16,73.0
689,60,2,11.4375,37,44,17,70.0
690,60,2,13.235294117647058,39,43,18,65.0
691,60,2,14.470588235294118,37,43,20,71.5
692,60,2,10.375,39,44,16,68.5
693,60,2,13.4375,36,44,18,68.5
694,60,2,11.416666666666666,38,48,12,71.0
695,60,2,14.277777777777779,36,42,21,73.5
696,60,2,13.941176470588236,34,43,18,70.5
697,60,2,13.833333333333334,35,42,18,69.0
698,60,2,13.75,37,44,16,68.5
699,60,2,13.333333333333334,38,45,18,71.0
700,60,3,14.7,34,40,21,68.66666666666667
701,60,3,16.35,33,40,21,69.0
702,60,3,10.761904761904763,35,39,21,71.33333333333333
703,60,3,13.3125,35,44,17,68.33333333333333
704,60,3,13.681818181818182,36,38,25,69.33333333333333
705,60,3,13.590909090909092,33,38,23,70.0
706,60,3,10.416666666666666,32,36,27,68.66666666666667
707,60,3,13.272727272727273,34,38,24,72.33333333333333
708,60,3,11.473684210526315,37,41,22,73.33333333333333
709,60,3,13.2,36,40,22,69.0
710,60,3,15.7,33,40,24,67.66666666666667
711,60,3,12.454545454545455,34,38,23,70.66666666666667
712,60,3,14.380952380952381,34,39,21,67.66666666666667
713,60,3,12.863636363636363,37,38,24,71.66666666666667
714,60,3,8.73913043478261,34,37,25,69.66666666666667
715,60,3,18.0,32,43,19,68.66666666666667
716,60,3,9.652173913043478,34,37,25,69.0
717,60,3,13.391304347826088,31,37,24,68.0
718,60,3,10.391304347826088,34,37,25,71.66666666666667
719,60,3,12.263157894736842,34,41,22,68.0
720,60,3,17.294117647058822,34,43,21,71.33333333333333
721,60,3,11.25,33,36,27,68.0
722,60,3,13.578947368421053,34,41,24,68.0
723,60,3,13.0,32,37,26,68.33333333333333
724,60,3,13.571428571428571,34,39,25,68.33333333333333
725,60,3,14.333333333333334,36,42,22,70.0
726,60,3,15.4,34,40,24,69.33333333333333
727,60,3,13.095238095238095,35,39,21,68.66666666666667
728,60,3,15.7,32,40,25,71.33333333333333
729,60,3,11.5,36,40,23,67.33333333333333
730,60,3,13.421052631578947,33,41,21,67.66666666666667
731,60,3,9.458333333333334,34,36,28,70.66666666666667
732,60,3,12.909090909090908,37,38,23,68.66666666666667
733,60,3,12.772727272727273,34,38,25,70.0
734,60,3,16.40909090909091,32,38,24,68.0
735,60,3,14.117647058823529,35,43,19,69.66666666666667
736,60,3,13.590909090909092,31,38,24,68.66666666666667
737,60,3,12.708333333333334,36,36,26,72.0
738,60,3,8.25,33,36,27,70.33333333333333
739,60,3,10.166666666666666,35,36,28,70.66666666666667
740,60,3,13.96,31,35,28,73.33333333333333
741,60,3,12.8,37,40,25,68.66666666666667
742,60,3,10.391304347826088,37,37,23,72.0
743,60,3,12.05,37,40,20,69.66666666666667
744,60,3,13.409090909090908,33,38,23,67.66666666666667
745,60,3,8.833333333333334,32,36,28,70.0
746,60,3,12.789473684210526,34,41,21,69.0
747,60,3,16.45,35,40,24,72.33333333333333
748,60,3,14.090909090909092,32,38,26,72.0
749,60,3,12.25,34,40,21,69.33333333333333
750,60,3,11.277777777777779,36,42,19,65.33333333333333
751,60,3,12.5,34,40,23,70.0
752,60,3,9.2,32,35,29,70.0
753,60,3,12.347826086956522,34,37,25,68.66666666666667
754,60,3,10.863636363636363,34,38,25,71.33333333333333
755,60,3,13.272727272727273,31,38,24,71.0
756,60,3,14.6,30,40,22,69.33333333333333
757,60,3,11.833333333333334,33,36,26,69.66666666666667
758,60,3,11.826086956521738,33,37,26,70.33333333333333
759,60,3,12.777777777777779,35,42,20,69.0
760,60,3,13.090909090909092,33,38,24,68.33333333333333
761,60,3,10.681818181818182,34,38,25,71.66666666666667
762,60,3,11.192307692307692,33,34,27,69.33333333333333
763,60,3,9.583333333333334,35,36,27,69.0
764,60,3,14.428571428571429,34,39,22,69.0
765,60,3,14.7,34,40,25,70.0
766,60,3,10.2,36,35,26,68.0
767,60,3,13.217391304347826,35,37,25,69.33333333333333
768,60,3,15.333333333333334,32,42,22,72.66666666666667
769,60,3,9.869565217391305,32,37,26,71.33333333333333
770,60,3,11.681818181818182,34,38,24,71.66666666666667
771,60,3,10.047619047619047,35,39,23,69.0
772,60,3,12.318181818181818,36,38,23,69.0
773,60,3,13.857142857142858,36,39,26,71.66666666666667
774,60,3,12.32,32,35,28,71.66666666666667
775,60,3,12.208333333333334,32,36,28,70.33333333333333
776,60,3,12.136363636363637,32,38,27,69.33333333333333
777,60,3,12.44,34,35,28,71.0
778,60,3,11.3,35,40,22,71.0
779,60,3,12.636363636363637,33,38,28,70.33333333333333
780,60,3,11.833333333333334,36,36,27,70.66666666666667
781,60,3,12.363636363636363,38,38,26,72.33333333333333
782,60,3,15.238095238095237,32,39,22,69.66666666666667
783,60,3,14.285714285714286,36,39,23,68.0
784,60,3,11.428571428571429,30,39,23,70.66666666666667
785,60,3,14.727272727272727,31,38,27,69.33333333333333
786,60,3,14.166666666666666,38,42,21,71.33333333333333
787,60,3,14.954545454545455,33,38,26,70.66666666666667
788,60,3,16.105263157894736,31,41,21,69.33333333333333
789,60,3,14.80952380952381,33,39,24,70.33333333333333
790,60,3,12.807692307692308,31,34,30,71.33333333333333
791,60,3,13.782608695652174,32,37,26,71.66666666666667
792,60,3,12.68,30,35,28,74.0
793,60,3,14.714285714285714,32,39,24,69.66666666666667
794,60,3,14.4,31,40,22,68.0
795,60,3,13.521739130434783,31,37,25,69.66666666666667
796,60,3,8.26086956521739,36,37,25,67.33333333333333
797,60,3,11.9,33,40,22,71.33333333333333
798,60,3,10.95,36,40,22,70.66666666666667
799,60,3,14.333333333333334,33,39,23,68.66666666666667
800,60,4,11.580645161290322,31,29,41,73.5
801,60,4,10.25925925925926,31,33,32,69.75
802,60,4,8.275862068965518,29,31,34,72.25
803,60,4,8.692307692307692,28,34,28,72.0
804,60,4,8.208333333333334,32,36,26,68.75
805,60,4,13.096774193548388,27,29,36,67.75
806,60,4,11.607142857142858,34,32,32,69.0
807,60,4,9.275862068965518,30,31,35,71.0
808,60,4,12.433333333333334,27,30,37,72.0
809,60,4,14.142857142857142,32,32,32,70.5
810,60,4,13.11111111111111,32,33,27,68.5
811,60,4,11.566666666666666,29,30,37,69.25
812,60,4,12.08,30,35,29,71.25
813,60,4,12.678571428571429,31,32,32,71.0
814,60,4,7.857142857142857,33,32,32,70.75
815,60,4,9.592592592592593,33,33,30,71.5
816,60,4,8.838709677419354,26,29,37,70.5
817,60,4,9.275862068965518,32,31,30,69.0
818,60,4,13.37037037037037,28,33,32,70.5
819,60,4,8.785714285714286,34,32,30,68.25
820,60,4,7.21875,26,28,40,72.0
821,60,4,9.758620689655173,30,31,34,72.0
822,60,4,10.12,33,35,29,68.5
823,60,4,13.222222222222221,32,33,28,68.75
824,60,4,9.178571428571429,32,32,32,70.75
825,60,4,7.866666666666666,31,30,36,71.0
826,60,4,10.333333333333334,31,30,30,70.25
827,60,4,13.6,29,35,32,72.0
828,60,4,12.758620689655173,30,31,33,69.75
829,60,4,9.464285714285714,30,32,34,70.5
830,60,4,11.827586206896552,30,31,32,70.0
831,60,4,8.206896551724139,32,31,33,71.0
832,60,4,11.615384615384615,29,34,30,70.5
833,60,4,10.821428571428571,33,32,30,68.0
834,60,4,10.483870967741936,31,29,35,69.0
835,60,4,9.851851851851851,33,33,30,72.0
836,60,4,6.333333333333333,31,30,33,70.0
837,60,4,11.23076923076923,27,34,32,71.0
838,60,4,11.133333333333333,27,30,37,70.25
839,60,4,12.12,28,35,30,70.0
840,60,4,10.851851851851851,32,33,33,70.0
841,60,4,11.703703703703704,30,33,32,70.25
842,60,4,13.423076923076923,30,34,31,71.25
843,60,4,12.52,30,35,29,69.5
844,60,4,13.0,28,32,30,71.0
845,60,4,14.551724137931034,27,31,32,70.25
846,60,4,11.333333333333334,32,30,31,68.25
847,60,4,12.076923076923077,31,34,30,70.25
848,60,4,8.206896551724139,31,31,33,69.0
849,60,4,13.5,27,30,37,71.0
850,60,4,8.964285714285714,31,32,32,70.0
851,60,4,11.178571428571429,33,32,29,69.25
852,60,4,11.962962962962964,29,33,29,68.25
853,60,4,7.818181818181818,29,38,28,69.75
854,60,4,10.285714285714286,29,32,31,70.5
855,60,4,8.931034482758621,34,31,31,69.75
856,60,4,15.148148148148149,27,33,30,70.0
857,60,4,13.74074074074074,31,33,34,69.75
858,60,4,10.851851851851851,30,33,30,67.0
859,60,4,11.137931034482758,33,31,34,71.0
860,60,4,12.04,31,35,25,67.25
861,60,4,11.366666666666667,26,30,34,69.0
862,60,4,14.071428571428571,31,32,31,68.75
863,60,4,9.538461538461538,32,34,31,69.0
864,60,4,8.653846153846153,29,34,32,69.25
865,60,4,9.192307692307692,32,34,28,70.25
866,60,4,10.666666666666666,30,30,35,70.75
867,60,4,14.444444444444445,32,33,31,68.5
868,60,4,8.296296296296296,29,33,31,69.75
869,60,4,11.692307692307692,31,34,32,71.25
870,60,4,10.709677419354838,32,29,37,70.25
871,60,4,12.407407407407407,30,33,33,71.5
872,60,4,12.535714285714286,32,32,32,69.75
873,60,4,11.5,32,34,31,71.0
874,60,4,10.733333333333333,33,30,32,69.75
875,60,4,13.8,29,35,32,70.25
876,60,4,8.208333333333334,32,36,29,71.0
877,60,4,10.580645161290322,27,29,37,69.5
878,60,4,10.25,29,32,31,69.75
879,60,4,12.307692307692308,30,34,30,69.75
880,60,4,14.576923076923077,32,34,32,72.0
881,60,4,11.26923076923077,30,34,33,69.75
882,60,4,12.428571428571429,29,32,31,69.5
883,60,4,8.28,28,35,28,70.0
884,60,4,10.5,30,32,32,71.25
885,60,4,11.538461538461538,30,34,28,67.5
886,60,4,10.551724137931034,27,31,32,69.25
887,60,4,10.2,32,30,34,69.5
888,60,4,11.0,33,38,26,71.75
889,60,4,10.571428571428571,27,32,34,70.0
890,60,4,13.172413793103448,29,31,31,68.5
891,60,4,10.32,32,35,30,69.5
892,60,4,12.25,30,32,31,68.25
893,60,4,10.0,29,29,37,71.0
894,60,4,12.481481481481481,32,33,31,72.0
895,60,4,9.931034482758621,29,31,34,72.0
896,60,4,8.703703703703704,32,33,29,67.75
897,60,4,13.37037037037037,33,33,32,69.25
898,60,4,11.962962962962964,31,33,29,69.75
899,60,4,14.785714285714286,26,32,34,70.5
900,60,5,10.5,28,26,41,71.8
901,60,5,7.617647058823529,27,26,42,71.4
902,60,5,11.088235294117647,26,26,43,71.2
903,60,5,10.96875,25,28,36,68.8
904,60,5,9.34375,30,28,36,69.2
905,60,5,8.333333333333334,23,30,37,70.8
906,60,5,10.655172413793103,28,31,37,70.2
907,60,5,8.515151515151516,26,27,40,70.4
908,60,5,7.875,27,28,39,71.2
909,60,5,9.085714285714285,29,25,42,69.2
910,60,5,9.310344827586206,30,31,35,68.4
911,60,5,9.324324324324325,23,23,44,70.0
912,60,5,8.666666666666666,32,33,33,71.8
913,60,5,9.323529411764707,23,26,44,68.6
914,60,5,14.862068965517242,26,31,37,70.8
915,60,5,11.774193548387096,26,29,38,70.4
916,60,5,10.4375,32,28,36,69.4
917,60,5,8.71875,30,28,39,72.0
918,60,5,7.67741935483871,31,29,35,70.4
919,60,5,12.266666666666667,29,30,36,71.0
920,60,5,9.484848484848484,26,27,39,70.2
921,60,5,7.709677419354839,31,29,32,69.6
922,60,5,5.735294117647059,27,26,38,72.4
923,60,5,9.17142857142857,24,25,44,71.8
924,60,5,8.0,29,26,40,70.8
925,60,5,9.266666666666667,29,30,36,69.0
926,60,5,5.757575757575758,30,27,40,69.2
927,60,5,9.696969696969697,28,27,37,69.8
928,60,5,9.766666666666667,32,30,36,71.4
929,60,5,8.558823529411764,30,26,42,72.2
930,60,5,10.030303030303031,25,27,41,69.2
931,60,5,9.088235294117647,27,26,39,68.6
932,60,5,10.71875,31,28,36,68.8
933,60,5,4.628571428571429,28,25,44,71.6
934,60,5,7.818181818181818,30,27,39,70.8
935,60,5,7.3125,27,28,36,69.8
936,60,5,9.71875,26,28,40,71.6
937,60,5,10.868421052631579,27,22,43,69.6
938,60,5,9.4,31,25,39,69.4
939,60,5,7.931034482758621,26,31,35,70.0
940,60,5,7.4,29,25,44,69.6
941,60,5,7.551724137931035,31,31,40,70.2
942,60,5,5.945945945945946,29,23,44,68.4
943,60,5,11.257142857142858,23,25,38,70.8
944,60,5,5.0625,27,28,39,69.4
945,60,5,8.1875,28,28,43,71.4
946,60,5,8.09375,25,28,37,70.4
947,60,5,7.885714285714286,26,25,39,71.6
948,60,5,9.516129032258064,28,29,40,70.4
949,60,5,9.6,27,30,35,68.8
950,60,5,5.787878787878788,29,27,41,70.4
951,60,5,9.67741935483871,31,29,36,69.6
952,60,5,8.275862068965518,30,31,34,68.2
953,60,5,6.838709677419355,27,29,34,69.8
954,60,5,8.323529411764707,26,26,40,68.8
955,60,5,9.172413793103448,31,31,34,70.6
956,60,5,6.138888888888889,28,24,43,70.6
957,60,5,8.735294117647058,27,26,41,72.0
958,60,5,13.129032258064516,22,29,37,69.8
959,60,5,8.382352941176471,27,26,40,71.4
960,60,5,8.8,24,25,42,68.6
961,60,5,7.9375,28,28,38,71.6
962,60,5,6.96875,31,28,35,70.4
963,60,5,9.878787878787879,24,27,40,71.6
964,60,5,6.903225806451613,29,29,36,69.2
965,60,5,12.785714285714286,28,32,34,68.6
966,60,5,8.676470588235293,21,26,44,70.6
967,60,5,12.0,29,29,35,70.6
968,60,5,9.84375,25,28,41,70.6
969,60,5,12.6875,27,28,36,66.4
970,60,5,10.833333333333334,28,30,36,70.4
971,60,5,9.0,25,28,42,69.8
972,60,5,12.8125,25,28,40,70.4
973,60,5,10.074074074074074,25,33,34,71.4
974,60,5,6.181818181818182,27,27,38,71.0
975,60,5,10.935483870967742,29,29,35,69.2
976,60,5,10.03125,29,28,36,71.0
977,60,5,9.090909090909092,28,27,41,71.4
978,60,5,9.129032258064516,26,29,40,70.6
979,60,5,7.53125,26,28,41,71.0
980,60,5,12.06060606060606,24,27,40,71.2
981,60,5,7.757575757575758,28,27,37,71.4
982,60,5,6.625,32,28,37,70.2
983,60,5,10.771428571428572,25,25,41,72.0
984,60,5,8.852941176470589,26,26,40,69.8
985,60,5,7.818181818181818,25,27,43,72.0
986,60,5,7.620689655172414,29,31,38,70.4
987,60,5,9.333333333333334,30,27,35,68.4
988,60,5,9.419354838709678,29,29,38,69.0
989,60,5,5.794117647058823,30,26,42,71.4
990,60,5,10.833333333333334,29,30,37,69.2
991,60,5,8.225806451612904,29,29,39,68.4
992,60,5,9.15625,31,28,37,69.2
993,60,5,6.914285714285715,28,25,43,70.0
994,60,5,4.67741935483871,26,29,35,70.0
995,60,5,10.413793103448276,27,31,31,68.6
996,60,5,6.032258064516129,30,29,37,71.2
997,60,5,8.1875,28,28,40,69.8
998,60,5,9.176470588235293,30,26,40,70.6
999,60,5,8.058823529411764,27,26,39,68.4
